met_id,raw_name,formula,charge,compartment,clean_name,embedded_formula,is_dirty,base_id
m741_x,carbon dioxide_CO2,,0,x,carbon dioxide,CO2,False,m741
m742_x,NADPH_C21H30N7O17P3,,0,x,NADPH,C21H30N7O17P3,False,m742
m743_c,L-isoleucine_C6H13NO2,,0,c,L-isoleucine,C6H13NO2,False,m743
m744_c,(S)-3-methyl-2-oxopentanoate_C6H9O3,,0,c,(S)-3-methyl-2-oxopentanoate,C6H9O3,False,m744
m745_m,L-isoleucine_C6H13NO2,,0,m,L-isoleucine,C6H13NO2,False,m745
m746_c,tRNA(Ile)_ActiveX VT_ERROR:,,0,c,tRNA(Ile),,True,m746
m747_c,Ile-tRNA(Ile)_C21H32N6O11PR(C5H8O6PR)n,,0,c,Ile-tRNA(Ile)_C21H32N6O11PR(C5H8O6PR)n,,False,m747
m748_m,"tRNA(Ile), mitchondrial_",,0,m,"tRNA(Ile), mitchondrial",,False,m748
m749_m,Ile-tRNA(Ile)_C21H32N6O11PR(C5H8O6PR)n,,0,m,Ile-tRNA(Ile)_C21H32N6O11PR(C5H8O6PR)n,,False,m749
m750_m,itaconate_C5H6O4,,0,m,itaconate,C5H6O4,False,m750
m751_m,itaconyl-CoA_C26H40N7O19P3S,,0,m,itaconyl-CoA,C26H40N7O19P3S,False,m751
m752_c,L-kynurenine_C10H12N2O3,,0,c,L-kynurenine,C10H12N2O3,False,m752
m753_m,1-pyrroline-3-hydroxy-5-carboxylic acid_C5H6NO3,,0,m,1-pyrroline-3-hydroxy-5-carboxylic acid,C5H6NO3,False,m753
m754_m,erythro-4-hydroxy-L-glutamic acid_C5H9NO5,,0,m,erythro-4-hydroxy-L-glutamic acid,C5H9NO5,False,m754
m755_m,L-4-hydroxyglutamic semialdehyde_C5H9NO4,,0,m,L-4-hydroxyglutamic semialdehyde,C5H9NO4,False,m755
m756_m,L-alanine_C3H7NO2,,0,m,L-alanine,C3H7NO2,False,m756
m757_c,L-allothreonine_C4H9NO3,,0,c,L-allothreonine,C4H9NO3,False,m757
m758_c,L-allysine_C6H11NO3,,0,c,L-allysine,C6H11NO3,False,m758
m759_c,erythro-4-hydroxy-L-glutamic acid_C5H9NO5,,0,c,erythro-4-hydroxy-L-glutamic acid,C5H9NO5,False,m759
m760_c,4-hydroxy-2-oxoglutarate_C5H4O6,,0,c,4-hydroxy-2-oxoglutarate,C5H4O6,False,m760
m761_m,4-hydroxy-2-oxoglutarate_C5H4O6,,0,m,4-hydroxy-2-oxoglutarate,C5H4O6,False,m761
m762_x,erythro-4-hydroxy-L-glutamic acid_C5H9NO5,,0,x,erythro-4-hydroxy-L-glutamic acid,C5H9NO5,False,m762
m763_x,4-hydroxy-2-oxoglutarate_C5H4O6,,0,x,4-hydroxy-2-oxoglutarate,C5H4O6,False,m763
m764_c,1-pyrroline-3-hydroxy-5-carboxylic acid_C5H6NO3,,0,c,1-pyrroline-3-hydroxy-5-carboxylic acid,C5H6NO3,False,m764
m765_c,L-proline_C5H9NO2,,0,c,L-proline,C5H9NO2,False,m765
m766_c,(S)-lactaldehyde_C3H6O2,,0,c,(S)-lactaldehyde,C3H6O2,False,m766
m767_c,L-alpha-formylglycine_C3H4NO3,,0,c,L-alpha-formylglycine,C3H4NO3,False,m767
m768_c,L-glucitol_C6H14O6,,0,c,L-glucitol,C6H14O6,False,m768
m769_c,L-sorbose_C6H12O6,,0,c,L-sorbose,C6H12O6,False,m769
m770_c,L-threonine_C4H9NO3,,0,c,L-threonine,C4H9NO3,False,m770
m771_m,L-threonine_C4H9NO3,,0,m,L-threonine,C4H9NO3,False,m771
m772_c,L-tryptophan_C11H12N2O2,,0,c,L-tryptophan,C11H12N2O2,False,m772
m773_c,N-formyl-L-kynurenine_C11H12N2O4,,0,c,N-formyl-L-kynurenine,C11H12N2O4,False,m773
m774_c,"(S)-2,3-epoxysqualene_C30H50O",,0,c,"(S)-2,3-epoxysqualene",C30H50O,False,m774
m775_c,L-leucine_C6H13NO2,,0,c,L-leucine,C6H13NO2,False,m775
m776_m,L-leucine_C6H13NO2,,0,m,L-leucine,C6H13NO2,False,m776
m777_c,tRNA(Leu)_ActiveX VT_ERROR:,,0,c,tRNA(Leu),,True,m777
m778_c,Leu-tRNA(Leu)_C21H32N6O11PR(C5H8O6PR)n,,0,c,Leu-tRNA(Leu)_C21H32N6O11PR(C5H8O6PR)n,,False,m778
m779_m,"tRNA(Leu), mitchondrial_",,0,m,"tRNA(Leu), mitchondrial",,False,m779
m780_m,Leu-tRNA(Leu)_C21H32N6O11PR(C5H8O6PR)n,,0,m,Leu-tRNA(Leu)_C21H32N6O11PR(C5H8O6PR)n,,False,m780
m781_c,leukotriene A4_C20H30O3,,0,c,leukotriene A4,C20H30O3,False,m781
m782_c,"(5S,6S)-di-HETE_C20H32O4",,0,c,"(5S,6S)-di-HETE",C20H32O4,False,m782
m783_n,leukotriene A4_C20H30O3,,0,n,leukotriene A4,C20H30O3,False,m783
m784_n,"(5S,6S)-di-HETE_C20H32O4",,0,n,"(5S,6S)-di-HETE",C20H32O4,False,m784
m785_c,"Delta(6)-trans,Delta(8)-cis-leukotriene B4_C20H32O4",,0,c,"Delta(6)-trans,Delta(8)-cis-leukotriene B4",C20H32O4,False,m785
m786_n,"Delta(6)-trans,Delta(8)-cis-leukotriene B4_C20H32O4",,0,n,"Delta(6)-trans,Delta(8)-cis-leukotriene B4",C20H32O4,False,m786
m787_c,leukotriene B4_C20H32O4,,0,c,leukotriene B4,C20H32O4,False,m787
m788_n,leukotriene B4_C20H32O4,,0,n,leukotriene B4,C20H32O4,False,m788
m789_mm,1-acylglycerophosphocholine_C9H20NO7PR,,0,mm,1-acylglycerophosphocholine,C9H20NO7PR,False,m789
m790_mm,acyl-CoA_,,0,mm,acyl-CoA,,False,m790
m791_mm,phosphatidylcholine_C10H18NO8PR2,,0,mm,phosphatidylcholine,C10H18NO8PR2,False,m791
m792_mm,coenzyme A_C21H36N7O16P3S,,0,mm,coenzyme A,C21H36N7O16P3S,False,m792
m793_c,L-lysine_C6H14N2O2,,0,c,L-lysine,C6H14N2O2,False,m793
m794_c,tRNA(Lys)_ActiveX VT_ERROR:,,0,c,tRNA(Lys),,True,m794
m795_c,Lys-tRNA(Lys)_,,0,c,Lys-tRNA(Lys),,False,m795
m796_m,L-lysine_C6H14N2O2,,0,m,L-lysine,C6H14N2O2,False,m796
m797_m,"tRNA(Lys), mitchondrial_ActiveX VT_ERROR:",,0,m,"tRNA(Lys), mitchondrial",,True,m797
m798_m,Lys-tRNA(Lys)_,,0,m,Lys-tRNA(Lys),,False,m798
m799_x,(S)-malate_C4H6O5,,0,x,(S)-malate,C4H6O5,False,m799
m800_x,glyoxylate_C2H2O3,,0,x,glyoxylate,C2H2O3,False,m800
m801_m,carboxyacetyl-ACP_C3H3O3SR,,0,m,carboxyacetyl-ACP,C3H3O3SR,False,m801
m802_c,D-mannose 1-phosphate_C6H13O9P,,0,c,D-mannose 1-phosphate,C6H13O9P,False,m802
m803_m,"5,10-methenyl-THF_C20H20N7O6",,0,m,"5,10-methenyl-THF",C20H20N7O6,False,m803
m804_m,Met-tRNA(Met)_C20H30N6O11PSR(C5H8O6PR)n,,0,m,Met-tRNA(Met)_C20H30N6O11PSR(C5H8O6PR)n,,False,m804
m805_m,fMet-tRNA(fMet)_ActiveX VT_ERROR:,,0,m,fMet-tRNA(fMet),,True,m805
m806_c,tRNA(Met)_ActiveX VT_ERROR:,,0,c,tRNA(Met),,True,m806
m807_c,Met-tRNA(Met)_C20H30N6O11PSR(C5H8O6PR)n,,0,c,Met-tRNA(Met)_C20H30N6O11PSR(C5H8O6PR)n,,False,m807
m808_m,L-methionine_C5H11NO2S,,0,m,L-methionine,C5H11NO2S,False,m808
m809_m,"tRNA(Met), mitchondrial_",,0,m,"tRNA(Met), mitchondrial",,False,m809
m810_m,succinate_C4H6O4,,0,m,succinate,C4H6O4,False,m810
m811_c,(R)-5-phosphomevalonic acid_C6H13O7P,,0,c,(R)-5-phosphomevalonic acid,C6H13O7P,False,m811
m812_c,(R)-5-diphosphomevalonic acid_C6H14O10P2,,0,c,(R)-5-diphosphomevalonic acid,C6H14O10P2,False,m812
m813_c,1D-myo-inositol 1-phosphate_C6H11O9P,,0,c,1D-myo-inositol 1-phosphate,C6H11O9P,False,m813
m814_c,myo-inositol_C6H12O6,,0,c,myo-inositol,C6H12O6,False,m814
m815_c,N-acetyl-D-glucosamine 6-phosphate_C8H16NO9P,,0,c,N-acetyl-D-glucosamine 6-phosphate,C8H16NO9P,False,m815
m816_x,NMN_C11H15N2O8P,,0,x,NMN,C11H15N2O8P,False,m816
m817_n,NAD_C21H27N7O14P2,,0,n,NAD,C21H27N7O14P2,False,m817
m818_n,ADP-ribose_C15H21N5O14P2,,0,n,ADP-ribose,C15H21N5O14P2,False,m818
m819_n,nicotinamide_C6H6N2O,,0,n,nicotinamide,C6H6N2O,False,m819
m820_c,deamido-NAD(+)_C21H26N6O15P2,,0,c,deamido-NAD(+),C21H26N6O15P2,False,m820
m821_n,deamido-NAD(+)_C21H26N6O15P2,,0,n,deamido-NAD(+),C21H26N6O15P2,False,m821
m822_n,L-glutamine_C5H10N2O3,,0,n,L-glutamine,C5H10N2O3,False,m822
m823_n,L-glutamate_C5H9NO4,,0,n,L-glutamate,C5H9NO4,False,m823
m824_c,nicotinate_C6H5NO2,,0,c,nicotinate,C6H5NO2,False,m824
m825_c,nicotinate D-ribonucleotide_C11H14NO9P,,0,c,nicotinate D-ribonucleotide,C11H14NO9P,False,m825
m826_m,nicotinate_C6H5NO2,,0,m,nicotinate,C6H5NO2,False,m826
m827_m,PRPP_C5H8O14P3,,0,m,PRPP,C5H8O14P3,False,m827
m828_m,nicotinic acid D-ribonucleotide_C11H12NO9P,,0,m,nicotinic acid D-ribonucleotide,C11H12NO9P,False,m828
m829_c,nicotinamide_C6H6N2O,,0,c,nicotinamide,C6H6N2O,False,m829
m830_c,1-methylnicotinamide_C7H9N2O,,0,c,1-methylnicotinamide,C7H9N2O,False,m830
m831_c,NMN_C11H15N2O8P,,0,c,NMN,C11H15N2O8P,False,m831
m832_n,NMN_C11H15N2O8P,,0,n,NMN,C11H15N2O8P,False,m832
m833_c,quinolinate_C7H5NO4,,0,c,quinolinate,C7H5NO4,False,m833
m834_m,quinolinate_C7H5NO4,,0,m,quinolinate,C7H5NO4,False,m834
m835_g,H2O_H2O,,0,g,H2O,H2O,False,m835
m836_g,UDP_C9H14N2O12P2,,0,g,UDP,C9H14N2O12P2,False,m836
m837_g,phosphate_H3O4P,,0,g,phosphate,H3O4P,False,m837
m838_g,UMP_C9H13N2O9P,,0,g,UMP,C9H13N2O9P,False,m838
m839_c,IDP_C10H14N4O11P2,,0,c,IDP,C10H14N4O11P2,False,m839
m840_c,dCDP_C9H15N3O10P2,,0,c,dCDP,C9H15N3O10P2,False,m840
m841_c,dGTP_C10H16N5O13P3,,0,c,dGTP,C10H16N5O13P3,False,m841
m842_c,dTTP_C10H17N2O14P3,,0,c,dTTP,C10H17N2O14P3,False,m842
m843_c,ITP_C10H15N4O14P3,,0,c,ITP,C10H15N4O14P3,False,m843
m844_c,dIDP_ActiveX VT_ERROR:,,0,c,dIDP,,True,m844
m845_c,dITP_,,0,c,dITP,,False,m845
m846_c,dUDP_C9H14N2O11P2,,0,c,dUDP,C9H14N2O11P2,False,m846
m847_g,GMP_C10H14N5O8P,,0,g,GMP,C10H14N5O8P,False,m847
m848_c,methanethiol_CH4S,,0,c,methanethiol,CH4S,False,m848
m849_c,O-succinyl-L-homoserine_C8H13NO6,,0,c,O-succinyl-L-homoserine,C8H13NO6,False,m849
m850_c,putrescine_C4H12N2,,0,c,putrescine,C4H12N2,False,m850
m851_m,ornithine_C5H13N2O2,,0,m,ornithine,C5H13N2O2,False,m851
m852_c,orotidine 5'-(dihydrogen phosphate)_C10H10N2O11P,,0,c,orotidine 5'-(dihydrogen phosphate),C10H10N2O11P,False,m852
m853_m,S(8)-succinyldihydrolipoamide_C12H21NO4S2,,0,m,S(8)-succinyldihydrolipoamide,C12H21NO4S2,False,m853
m854_c,pantetheine 4'-phosphate_C11H23N2O7PS,,0,c,pantetheine 4'-phosphate,C11H23N2O7PS,False,m854
m855_c,3'-dephospho-CoA_C21H33N7O13P2S,,0,c,3'-dephospho-CoA,C21H33N7O13P2S,False,m855
m856_c,(R)-pantothenate_C9H17NO5,,0,c,(R)-pantothenate,C9H17NO5,False,m856
m857_c,(R)-4'-phosphopantothenic acid_C9H18NO8P,,0,c,(R)-4'-phosphopantothenic acid,C9H18NO8P,False,m857
m858_x,stearate_C18H36O2,,0,x,stearate,C18H36O2,False,m858
m859_c,L-phenylalanine_C9H11NO2,,0,c,L-phenylalanine,C9H11NO2,False,m859
m860_c,keto-phenylpyruvate_C9H7O3,,0,c,keto-phenylpyruvate,C9H7O3,False,m860
m861_c,tRNA(Phe)_ActiveX VT_ERROR:,,0,c,tRNA(Phe),,True,m861
m862_c,Phe-tRNA(Phe)_C19H26NO11PR2(C5H8O6PR)n,,0,c,Phe-tRNA(Phe)_C19H26NO11PR2(C5H8O6PR)n,,False,m862
m863_m,L-phenylalanine_C9H11NO2,,0,m,L-phenylalanine,C9H11NO2,False,m863
m864_m,"tRNA(Phe), mitchondrial_",,0,m,"tRNA(Phe), mitchondrial",,False,m864
m865_m,Phe-tRNA(Phe)_C19H26NO11PR2(C5H8O6PR)n,,0,m,Phe-tRNA(Phe)_C19H26NO11PR2(C5H8O6PR)n,,False,m865
m866_c,phenylacetaldehyde_C8H8O,,0,c,phenylacetaldehyde,C8H8O,False,m866
m867_c,5'-phosphoribosyl-5-aminoimidazole_C8H13N3O7P,,0,c,5'-phosphoribosyl-5-aminoimidazole,C8H13N3O7P,False,m867
m868_mm,phosphatidyl-L-serine_C8H11NO10PR2,,0,mm,phosphatidyl-L-serine,C8H11NO10PR2,False,m868
m869_mm,carbon dioxide_CO2,,0,mm,carbon dioxide,CO2,False,m869
m870_mm,phosphatidylethanolamine_C7H12NO8PR2,,0,mm,phosphatidylethanolamine,C7H12NO8PR2,False,m870
m871_gm,H+_p+1,,0,gm,H+_p+1,,False,m871
m872_gm,phosphatidyl-L-serine_C8H11NO10PR2,,0,gm,phosphatidyl-L-serine,C8H11NO10PR2,False,m872
m873_gm,carbon dioxide_CO2,,0,gm,carbon dioxide,CO2,False,m873
m874_gm,phosphatidylethanolamine_C7H12NO8PR2,,0,gm,phosphatidylethanolamine,C7H12NO8PR2,False,m874
m875_vm,phosphatidyl-L-serine_C8H11NO10PR2,,0,vm,phosphatidyl-L-serine,C8H11NO10PR2,False,m875
m876_vm,carbon dioxide_CO2,,0,vm,carbon dioxide,CO2,False,m876
m877_vm,phosphatidylethanolamine_C7H12NO8PR2,,0,vm,phosphatidylethanolamine,C7H12NO8PR2,False,m877
m878_c,N-acetyl-alpha-D-glucosamine 1-phosphate_C8H16NO9P,,0,c,N-acetyl-alpha-D-glucosamine 1-phosphate,C8H16NO9P,False,m878
m879_c,sulphite_H2O3S,,0,c,sulphite,H2O3S,False,m879
m880_c,CDP-ethanolamine_C11H20N4O11P2,,0,c,CDP-ethanolamine,C11H20N4O11P2,False,m880
m881_c,sedoheptulose 7-phosphate_C7H15O10P,,0,c,sedoheptulose 7-phosphate,C7H15O10P,False,m881
m882_c,"sedoheptulose 1,7-bisphosphate_C7H16O13P2",,0,c,"sedoheptulose 1,7-bisphosphate",C7H16O13P2,False,m882
m883_c,alpha-D-glucosamine 1-phosphate_C6H13NO8P,,0,c,alpha-D-glucosamine 1-phosphate,C6H13NO8P,False,m883
m884_c,3-phosphoglycerate_C3H4O7P,,0,c,3-phosphoglycerate,C3H4O7P,False,m884
m885_c,3-phospho-hydroxypyruvate_C3H2O7P,,0,c,3-phospho-hydroxypyruvate,C3H2O7P,False,m885
m886_c,4-amino-2-methyl-5-diphosphomethylpyrimidine_C6H11N3O7P2,,0,c,4-amino-2-methyl-5-diphosphomethylpyrimidine,C6H11N3O7P2,False,m886
m887_c,N-[(R)-4-phosphonopantothenoyl]-L-cysteine_C12H20N2O9PS,,0,c,N-[(R)-4-phosphonopantothenoyl]-L-cysteine,C12H20N2O9PS,False,m887
m888_c,alpha-D-ribose 1-phosphate_C5H11O8P,,0,c,alpha-D-ribose 1-phosphate,C5H11O8P,False,m888
m889_c,ribose-5-phosphate_C5H11O8P,,0,c,ribose-5-phosphate,C5H11O8P,False,m889
m890_c,phosphoribosyl-carboxy-aminoimidazole_C9H11N3O9P,,0,c,phosphoribosyl-carboxy-aminoimidazole,C9H11N3O9P,False,m890
m891_c,1-(5-phosphoribosyl)-5'-AMP_C15H23N5O14P2,,0,c,1-(5-phosphoribosyl)-5'-AMP,C15H23N5O14P2,False,m891
m892_c,5-phosphoribosylamine_C5H11NO7P,,0,c,5-phosphoribosylamine,C5H11NO7P,False,m892
m893_c,3-phospho-serine_C3H6NO6P,,0,c,3-phospho-serine,C3H6NO6P,False,m893
m894_r,phytosphingosine 1-phosphate_C18H40NO6P,,0,r,phytosphingosine 1-phosphate,C18H40NO6P,False,m894
m895_r,2-hydroxyhexadecanal_C16H32O2,,0,r,2-hydroxyhexadecanal,C16H32O2,False,m895
m896_r,O-phosphoethanolamine_C2H7NO4P,,0,r,O-phosphoethanolamine,C2H7NO4P,False,m896
m897_vm,1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:,,0,vm,1-phosphatidyl-1D-myo-inositol,,True,m897
m898_c,N(1)-acetylspermidine_,,0,c,N(1)-acetylspermidine,,False,m898
m899_c,N-acetylputrescine_C6H14N2O,,0,c,N-acetylputrescine,C6H14N2O,False,m899
m900_c,5-aminolevulinate_C5H9NO3,,0,c,5-aminolevulinate,C5H9NO3,False,m900
m901_c,N(1)-acetylspermine_,,0,c,N(1)-acetylspermine,,False,m901
m902_c,spermine_C10H26N4,,0,c,spermine,C10H26N4,False,m902
m903_c,3-(4-hydroxyphenyl)pyruvate_C9H8O4,,0,c,3-(4-hydroxyphenyl)pyruvate,C9H8O4,False,m903
m904_m,L-proline_C5H9NO2,,0,m,L-proline,C5H9NO2,False,m904
m905_c,tRNA(Pro)_ActiveX VT_ERROR:,,0,c,tRNA(Pro),,True,m905
m906_c,Pro-tRNA(Pro)_RC5H8NO,,0,c,Pro-tRNA(Pro),RC5H8NO,False,m906
m907_m,protoporphyrinogen_C34H40N4O4,,0,m,protoporphyrinogen,C34H40N4O4,False,m907
m908_c,nicotinamide ribose_C11H15N2O5,,0,c,nicotinamide ribose,C11H15N2O5,False,m908
m909_m,adenosine_C10H13N5O4,,0,m,adenosine,C10H13N5O4,False,m909
m910_m,adenine_C5H5N5,,0,m,adenine,C5H5N5,False,m910
m911_m,alpha-D-ribose 1-phosphate_C5H11O8P,,0,m,alpha-D-ribose 1-phosphate,C5H11O8P,False,m911
m912_c,2'-deoxyadenosine_C10H13N5O3,,0,c,2'-deoxyadenosine,C10H13N5O3,False,m912
m913_c,2'-deoxyguanosine_C10H13N5O4,,0,c,2'-deoxyguanosine,C10H13N5O4,False,m913
m914_c,2'-deoxyinosine_C10H12N4O4,,0,c,2'-deoxyinosine,C10H12N4O4,False,m914
m915_m,guanosine_C10H13N5O5,,0,m,guanosine,C10H13N5O5,False,m915
m916_m,guanine_C5H5N5O,,0,m,guanine,C5H5N5O,False,m916
m917_c,xanthosine_C10H12N4O6,,0,c,xanthosine,C10H12N4O6,False,m917
m918_c,pyridoxal_C8H9NO3,,0,c,pyridoxal,C8H9NO3,False,m918
m919_c,pyridoxamine_C8H12N2O2,,0,c,pyridoxamine,C8H12N2O2,False,m919
m920_c,pyridoxamine 5'-phosphate_C8H13N2O5P,,0,c,pyridoxamine 5'-phosphate,C8H13N2O5P,False,m920
m921_c,pyridoxal 5'-phosphate_C8H10NO6P,,0,c,pyridoxal 5'-phosphate,C8H10NO6P,False,m921
m922_c,pyridoxine 5'-phosphate_C8H12NO6P,,0,c,pyridoxine 5'-phosphate,C8H12NO6P,False,m922
m923_c,pyridoxine_C8H11NO3,,0,c,pyridoxine,C8H11NO3,False,m923
m924_c,1-pyrroline-5-carboxylate_C5H6NO2,,0,c,1-pyrroline-5-carboxylate,C5H6NO2,False,m924
m925_v,glutathione_C10H17N3O6S,,0,v,glutathione,C10H17N3O6S,False,m925
m926_c,riboflavin_C17H20N4O6,,0,c,riboflavin,C17H20N4O6,False,m926
m927_m,riboflavin_C17H20N4O6,,0,m,riboflavin,C17H20N4O6,False,m927
m928_m,FMN_C17H21N4O9P,,0,m,FMN,C17H21N4O9P,False,m928
m929_c,5-amino-6-(D-ribitylamino)uracil_C9H16N4O6,,0,c,5-amino-6-(D-ribitylamino)uracil,C9H16N4O6,False,m929
m930_c,"6,7-dimethyl-8-(1-D-ribityl)lumazine_C13H18N4O6",,0,c,"6,7-dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,False,m930
m931_n,TRX1_C6H9NO2S2R2,,0,n,TRX1,C6H9NO2S2R2,False,m931
m932_n,dADP_C10H15N5O9P2,,0,n,dADP,C10H15N5O9P2,False,m932
m933_n,TRX1-disulphide_,,0,n,TRX1-disulphide,,False,m933
m934_n,CDP_C9H15N3O11P2,,0,n,CDP,C9H15N3O11P2,False,m934
m935_n,dCDP_C9H15N3O10P2,,0,n,dCDP,C9H15N3O10P2,False,m935
m936_n,GDP_C10H15N5O11P2,,0,n,GDP,C10H15N5O11P2,False,m936
m937_n,dGDP_C10H15N5O10P2,,0,n,dGDP,C10H15N5O10P2,False,m937
m938_c,D-xylulose 5-phosphate_C5H11O8P,,0,c,D-xylulose 5-phosphate,C5H11O8P,False,m938
m939_m,"3-hexaprenyl-4,5-dihydroxybenzoic acid_C37H53O4",,0,m,"3-hexaprenyl-4,5-dihydroxybenzoic acid",C37H53O4,False,m939
m940_c,L-saccharopine_C11H20N2O6,,0,c,L-saccharopine,C11H20N2O6,False,m940
m941_r,L-serine_C3H7NO3,,0,r,L-serine,C3H7NO3,False,m941
m942_r,carbon dioxide_CO2,,0,r,carbon dioxide,CO2,False,m942
m943_c,tRNA(Ser)_ActiveX VT_ERROR:,,0,c,tRNA(Ser),,True,m943
m944_c,Ser-tRNA(Ser)_C13H22NO12PR2(C5H8O6PR)n,,0,c,Ser-tRNA(Ser)_C13H22NO12PR2(C5H8O6PR)n,,False,m944
m945_c,shikimate_C7H10O5,,0,c,shikimate,C7H10O5,False,m945
m946_c,precorrin-2_C42H41N4O16,,0,c,precorrin-2,C42H41N4O16,False,m946
m947_c,sirohydrochlorin_C42H46N4O16,,0,c,sirohydrochlorin,C42H46N4O16,False,m947
m948_c,iron_Fe,,0,c,iron,Fe,False,m948
m949_c,siroheme_ActiveX VT_ERROR:,,0,c,siroheme,,True,m949
m950_r,sphinganine 1-phosphate_C18H40NO5P,,0,r,sphinganine 1-phosphate,C18H40NO5P,False,m950
m951_r,hexadecanal_C16H32O,,0,r,hexadecanal,C16H32O,False,m951
m952_r,phosphate_H3O4P,,0,r,phosphate,H3O4P,False,m952
m953_r,ATP_C10H16N5O13P3,,0,r,ATP,C10H16N5O13P3,False,m953
m954_r,ADP_C10H15N5O10P2,,0,r,ADP,C10H15N5O10P2,False,m954
m955_m,trans-aconitate_ActiveX VT_ERROR:,,0,m,trans-aconitate,,True,m955
m956_c,trans-aconitate_ActiveX VT_ERROR:,,0,c,trans-aconitate,,True,m956
m957_r,NADH_C21H29N7O14P2,,0,r,NADH,C21H29N7O14P2,False,m957
m958_r,squalene_C30H50,,0,r,squalene,C30H50,False,m958
m959_r,"(S)-2,3-epoxysqualene_C30H50O",,0,r,"(S)-2,3-epoxysqualene",C30H50O,False,m959
m960_r,NAD_C21H27N7O14P2,,0,r,NAD,C21H27N7O14P2,False,m960
m961_c,squalene_C30H50,,0,c,squalene,C30H50,False,m961
m962_e,sucrose_C12H22O11,,0,e,sucrose,C12H22O11,False,m962
m963_e,D-fructose_C6H12O6,,0,e,D-fructose,C6H12O6,False,m963
m964_c,sulphate_H2O4S,,0,c,sulphate,H2O4S,False,m964
m965_c,taurocholic acid_C26H44NO7S,,0,c,taurocholic acid,C26H44NO7S,False,m965
m966_v,taurocholic acid_C26H44NO7S,,0,v,taurocholic acid,C26H44NO7S,False,m966
m967_c,taurine_C2H7NO3S,,0,c,taurine,C2H7NO3S,False,m967
m968_c,aminoacetaldehyde_C2H6NO,,0,c,aminoacetaldehyde,C2H6NO,False,m968
m969_m,5-formyltetrahydrofolic acid_C20H21N7O7,,0,m,5-formyltetrahydrofolic acid,C20H21N7O7,False,m969
m970_c,"5,6,7,8-tetrahydrofolyl-L-glutamic acid_C24H30N8O9",,0,c,"5,6,7,8-tetrahydrofolyl-L-glutamic acid",C24H30N8O9,False,m970
m971_e,TDP_,,0,e,TDP,,False,m971
m972_e,thiamine_,,0,e,thiamine,,False,m972
m973_e,TMP_,,0,e,TMP,,False,m973
m974_c,thiamine_,,0,c,thiamine,,False,m974
m975_c,TDP_,,0,c,TDP,,False,m975
m976_c,TTP_,,0,c,TTP,,False,m976
m977_c,TMP_,,0,c,TMP,,False,m977
m978_c,tRNA(Thr)_ActiveX VT_ERROR:,,0,c,tRNA(Thr),,True,m978
m979_c,Thr-tRNA(Thr)_C14H24NO12PR2(C5H8O6PR)n,,0,c,Thr-tRNA(Thr)_C14H24NO12PR2(C5H8O6PR)n,,False,m979
m980_m,"tRNA(Thr), mitchondrial_",,0,m,"tRNA(Thr), mitchondrial",,False,m980
m981_m,Thr-tRNA(Thr)_C14H24NO12PR2(C5H8O6PR)n,,0,m,Thr-tRNA(Thr)_C14H24NO12PR2(C5H8O6PR)n,,False,m981
m982_c,thymidine_C10H14N2O5,,0,c,thymidine,C10H14N2O5,False,m982
m983_c,thymine_C5H6N2O2,,0,c,thymine,C5H6N2O2,False,m983
m984_m,isopentenyl diphosphate_C5H12O7P2,,0,m,isopentenyl diphosphate,C5H12O7P2,False,m984
m985_m,pentaprenyl diphosphate_C25H44O7P2,,0,m,pentaprenyl diphosphate,C25H44O7P2,False,m985
m986_c,indole-3-pyruvate_C11H8NO3,,0,c,indole-3-pyruvate,C11H8NO3,False,m986
m987_c,tRNA(Trp)_ActiveX VT_ERROR:,,0,c,tRNA(Trp),,True,m987
m988_c,Trp-tRNA(Trp)_C26H31N7O11PR(C5H8O6PR)n,,0,c,Trp-tRNA(Trp)_C26H31N7O11PR(C5H8O6PR)n,,False,m988
m989_m,L-tryptophan_C11H12N2O2,,0,m,L-tryptophan,C11H12N2O2,False,m989
m990_m,"tRNA(Trp), mitchondrial_",,0,m,"tRNA(Trp), mitchondrial",,False,m990
m991_m,Trp-tRNA(Trp)_C26H31N7O11PR(C5H8O6PR)n,,0,m,Trp-tRNA(Trp)_C26H31N7O11PR(C5H8O6PR)n,,False,m991
m992_c,L-tyrosine_C9H11NO3,,0,c,L-tyrosine,C9H11NO3,False,m992
m993_x,3-(4-hydroxyphenyl)pyruvate_C9H8O4,,0,x,3-(4-hydroxyphenyl)pyruvate,C9H8O4,False,m993
m994_x,L-tyrosine_C9H11NO3,,0,x,L-tyrosine,C9H11NO3,False,m994
m995_c,tRNA(Tyr)_ActiveX VT_ERROR:,,0,c,tRNA(Tyr),,True,m995
m996_c,Tyr-tRNA(Tyr)_RC9H10NO2,,0,c,Tyr-tRNA(Tyr),RC9H10NO2,False,m996
m997_m,L-tyrosine_C9H11NO3,,0,m,L-tyrosine,C9H11NO3,False,m997
m998_m,"tRNA(Tyr), mitchondrial_ActiveX VT_ERROR:",,0,m,"tRNA(Tyr), mitchondrial",,True,m998
m999_m,Tyr-tRNA(Tyr)_RC9H10NO2,,0,m,Tyr-tRNA(Tyr),RC9H10NO2,False,m999
m1000_c,ergosterol_C28H44O,,0,c,ergosterol,C28H44O,False,m1000
