base_id,name,bigg_id,kegg_id,formula,charge,confidence
m682,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m683,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m684,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m685,1D-myo-Inositol 3-phosphate,mi3p__D,C04006,C6H11O9P,0.0,database
m686,Ceramide 1-phosphate,crmp_hs,,C18H35NO5PRCO,-2.0,database
m687,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m688,Ceramide 1-phosphate,crmp_hs,,C18H35NO5PRCO,-2.0,database
m689,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m690,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m691,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m692,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m693,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m694,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m695,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m696,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m697,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m698,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m699,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m700,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m701,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m702,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m703,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m704,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m705,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m706,1D-myo-Inositol 1-phosphate,mi1p__D,C00689,C6H11O9P,0.0,database
m707,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m708,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m709,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m710,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m711,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m712,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m713,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m714,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m715,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m716,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m717,1D-myo-Inositol 1-phosphate,mi1p__D,,C6H11O9P,0.0,database
m718,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m719,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m720,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m721,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m722,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m723,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m724,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m725,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m726,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m727,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m728,1D-myo-Inositol 1-phosphate,mi1p__D,C01177,C6H11O9P,0.0,database
m729,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m730,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m731,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m732,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m733,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m734,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m735,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m736,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m737,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m738,Isocitrate,icit,C00311,C6H5O7,-3.0,database
m739,Isocitrate,icit,C00311,C6H5O7,-3.0,database
m740,Nicotinamide adenine dinucleotide phosphate,nadp,,C21H25N7O17P3,0.0,database
m741,Carbon monoxide,co,C00011,CO,0.0,database
m742,Nicotinamide adenine dinucleotide phosphate - reduced,nadph,C00005,C21H26N7O17P3,0.0,database
m743,L-Isoleucine,ile__L,C00407,C6H13NO2,0.0,database
m744,(S)-3-Methyl-2-oxopentanoate,3mop,C00671,C6H9O3,0.0,database
m745,L-Isoleucine,ile__L,C00407,C6H13NO2,0.0,database
m746,tRNA(Ile),,,,,unmatched
m747,isoleucyl-tRNA(Ile),iletrna,,,,high
m748,TRNA(Ile),trnaile,,C15H21N5O10PR,0.0,database
m749,isoleucyl-tRNA(Ile),iletrna,,,,high
m750,Itaconate C5H4O4,itacon,C00490,C5H4O4,-2.0,database
m751,Glutaconyl-CoA,gccoa,C00531,C26H40N7O19P3S,0.0,database
m752,L Kynurenine C10H12N2O3,Lkynr,C00328,C10H12N2O3,0.0,database
m753,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,1p3h5c,C18049,C5H6NO3,-1.0,database
m754,L erythro 4 Hydroxyglutamate C5H8NO5,e4hglu,C03066,C5H8NO5,-1.0,database
m755,L 4 Hydroxyglutamate semialdehyde C5H9NO4,4hglusa,C00025,C5H9NO4,0.0,database
m756,L-Alanine,ala__L,C00041,C3H7NO2,0.0,database
m757,L-Allo-threonine,athr__L,C05519,C4H9NO3,0.0,database
m758,L-Lysine,lys__L,C04076,C6H15N2O2,0.0,database
m759,L erythro 4 Hydroxyglutamate C5H8NO5,e4hglu,C03066,C5H8NO5,-1.0,database
m760,D 4 Hydroxy 2 oxoglutarate,4h2oxg,C01127,C5H4O6,-2.0,database
m761,D 4 Hydroxy 2 oxoglutarate,4h2oxg,C01127,C5H4O6,-2.0,database
m762,L erythro 4 Hydroxyglutamate C5H8NO5,e4hglu,C03066,C5H8NO5,-1.0,database
m763,D 4 Hydroxy 2 oxoglutarate,4h2oxg,C01127,C5H4O6,-2.0,database
m764,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,1p3h5c,C18049,C5H6NO3,-1.0,database
m765,L-Proline,pro__L,C00148,C5H9NO2,0.0,database
m766,L-Lactaldehyde,lald__L,C00424,C3H6O2,0.0,database
m767,L-alanylglycine,alagly,C02055,C3H4NO3,0.0,database
m768,L-Glutamate,glu__L,C01722,C5H8NO4,0.0,database
m769,L Sorbose C6H12O6,srb__L,C00247,C6H12O6,0.0,database
m770,L-Threonine,thr__L,C00188,C4H9NO3,0.0,database
m771,L-Threonine,thr__L,C00188,C4H9NO3,0.0,database
m772,L-Tryptophan,trp__L,C00078,C11H12N2O2,0.0,database
m773,5-Hydroxy-N-formylkynurenine,5hoxnfkyn,C02700,C11H12N2O5,0.0,database
m774, S  Squalene 2 3 epoxide C30H50O,Ssq23epx,C01054,C30H50O,0.0,database
m775,L-Leucine,leu__L,C00123,C6H13NO2,0.0,database
m776,L-Leucine,leu__L,C00123,C6H13NO2,0.0,database
m777,tRNA(Leu),,,,,unmatched
m778,leucyl-tRNA(Leu),leutrna,,,,high
m779,TRNA(Leu),trnaleu,,C15H21N5O10PR,0.0,database
m780,leucyl-tRNA(Leu),leutrna,,,,medium
m781,Leukotriene A5,CE7079,C00909,C20H27O3,-1.0,database
m782,5(S)-HETE,C04805,C00959,C20H31O3,-1.0,database
m783,Leukotriene A5,CE7079,C00909,C20H27O3,-1.0,database
m784,5(S)-HETE,C04805,C00959,C20H31O3,-1.0,database
m785,6-trans-leukotriene B4,CE2445,C00959,C20H31O4,0.0,database
m786,6-trans-leukotriene B4,CE2445,C00959,C20H31O4,0.0,database
m787,Leukotriene B4(1-),leuktrB4,C02165,C20H31O4,-1.0,database
m788,Leukotriene B4(1-),leuktrB4,C02165,C20H31O4,-1.0,database
m789,Acyl-glycerophosphocholine,agpc_EC,C04230,C1243H2524N50O350P50,0.0,database
m790,Acyl-CoA,acoa,C00040,C22H31N7O17P3RS,,database
m791,Phosphatidylcholine,pchol_cho,C00157,C8H18NO4PRCO2R2CO2,0.0,database
m792,Coenzyme A,coa,C00010,C21H32N7O16P3S,0.0,database
m793,L-Lysine,lys__L,C00047,C6H15N2O2,0.0,database
m794,tRNA(Lys),,,,,unmatched
m795,TRNA(Lys),trnalys,,R,0.0,database
m796,L-Lysine,lys__L,C00047,C6H15N2O2,0.0,database
m797,"tRNA(Lys), mitchondrial",,,,,unmatched
m798,TRNA(Lys),trnalys,,R,0.0,database
m799,D-Malate,mal__D,C00149,C4H4O5,0.0,database
m800,Glyoxylate,glx,C00048,C2HO3,-1.0,database
m801,Acetyl-ACP,acACP,C01209,C2H3OSR,0.0,database
m802,D-Mannose 1-phosphate,man1p,C00636,C6H11O9P,-2.0,database
m803,"5,10-Methenyltetrahydrofolate",methf,,C20H21N7O6,-1.0,database
m804,methionyl-tRNA(Met),mettrna,,,,medium
m805,fMet-tRNA(fMet),,,,,unmatched
m806,tRNA(Met),,,,,unmatched
m807,methionyl-tRNA(Met),mettrna,,,,medium
m808,L-Methionine,met__L,C00019,C5H11NO2S,0.0,database
m809,TRNA(Met),trnamet,,C15H21N5O10PR,0.0,database
m810,Succinate,succ,C00042,C4H4O4,-2.0,database
m811, R  5 Phosphomevalonate C6H10O7P,5pmev,C01107,C6H10O7P,-3.0,database
m812, R  5 Diphosphomevalonate C6H10O10P2,5dpmev,C01143,C6H10O10P2,-4.0,database
m813,1D-myo-Inositol 1-phosphate,mi1p__D,C01177,C6H11O9P,0.0,database
m814,Myo-Inositol,inost,C00137,C6H12O6,0.0,database
m815,N-Acetyl-D-glucosamine 6-phosphate,acgam6p,C00357,C8H14NO9P,-2.0,database
m816,NMN C11H14N2O8P,nmn,C00455,C11H14N2O8P,-1.0,database
m817,Nicotinamide adenine dinucleotide,nad,C00003,C21H26N7O14P2,0.0,database
m818,Udp-ribose,udprib,C00301,C14H20N2O17P2,-2.0,database
m819,Nicotinamide,ncam,C00003,C6H6N2O,0.0,database
m820,Deamino-NAD+,dnad,,C21H24N6O15P2,-2.0,database
m821,Deamino-NAD+,dnad,,C21H24N6O15P2,-2.0,database
m822,L-Glutamine,gln__L,C00064,C5H10N2O3,0.0,database
m823,L-Glutamate,glu__L,C00025,C5H8NO4,0.0,database
m824,Nicotinate,nicnt,C00253,C6H5NO2,-1.0,database
m825,Nicotinate D-ribonucleotide,nicrnt,C01185,C11H12NO9P,-2.0,database
m826,Nicotinate,nicnt,C00253,C6H5NO2,-1.0,database
m827,5-Phospho-alpha-D-ribose 1-diphosphate,prpp,C00119,C5H8O14P3,-5.0,database
m828,Nicotinate D-ribonucleotide,nicrnt,C01185,C11H12NO9P,-2.0,database
m829,Nicotinamide,ncam,C00003,C6H6N2O,0.0,database
m830,1 Methylnicotinamide C7H9N2O,1mncam,C02918,C7H9N2O,1.0,database
m831,NMN C11H14N2O8P,nmn,C00455,C11H14N2O8P,-1.0,database
m832,NMN C11H14N2O8P,nmn,C00455,C11H14N2O8P,-1.0,database
m833,Quinolinate,quln,C03722,C7H3NO4,-2.0,database
m834,Quinolinate,quln,C03722,C7H3NO4,-2.0,database
m835,H2O H2O,h2o,C00001,H2O,0.0,database
m836,UDP C9H11N2O12P2,udp,C00015,C9H11N2O12P2,-3.0,database
m837,Phosphate,pi,C00002,HO4P,0.0,database
m838,UMP C9H11N2O9P,ump,C00105,C9H11N2O9P,-2.0,database
m839,IDP C10H11N4O11P2,idp,C00104,C10H11N4O11P2,-3.0,database
m840,DCDP C9H12N3O10P2,dcdp,C00705,C9H12N3O10P2,-3.0,database
m841,DGTP C10H12N5O13P3,dgtp,C00286,C10H12N5O13P3,-4.0,database
m842,DTTP C10H13N2O14P3,dttp,C00459,C10H13N2O14P3,-4.0,database
m843,ITP C10H11N4O14P3,itp,C00081,C10H11N4O14P3,-4.0,database
m844,dIDP,,,,,unmatched
m845,DITP(4-),ditp,C01345,C10H11N4O13P3,0.0,database
m846,DUDP C9H11N2O11P2,dudp,C01346,C9H11N2O11P2,-3.0,database
m847,GMP C10H12N5O8P,gmp,C00144,C10H12N5O8P,-2.0,database
m848,Methanethiol CH4S,ch4s,C00409,CH4S,0.0,database
m849,O-Succinyl-L-homoserine,suchms,C01118,C8H12NO6,-1.0,database
m850,Putrescine,ptrc,C00134,C4H14N2,2.0,database
m851,Ornithine,orn,C00077,C5H13N2O2,1.0,database
m852,Orotidine 5'-phosphate,orot5p,,C10H10N2O11P,-3.0,database
m853,S-Succinyldihydrolipoamide,HC00695,C01169,C12H20NO4S2,-1.0,database
m854,Pantetheine 4'-phosphate,pan4p,C01134,C11H20N2O7PS,-2.0,database
m855,Dephospho-CoA,dpcoa,C00882,C21H33N7O13P2S,-2.0,database
m856,(R)-Pantothenate,pnto__R,C00864,C9H15NO5,-1.0,database
m857,D-4'-Phosphopantothenate,4ppan,C03492,C9H14NO8P,-3.0,database
m858,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,C00869,C18H34O3,-24.0,database
m859,L-Phenylalanine,phe__L,C00079,C9H11NO2,0.0,database
m860,Phenylpyruvate,phpyr,C00166,C9H7O3,-1.0,database
m861,tRNA(Phe),,,,,unmatched
m862,phenylalanyl-tRNA(Phe),phetrna,,,,medium
m863,L-Phenylalanine,phe__L,C00079,C9H11NO2,0.0,database
m864,TRNA(Phe),trnaphe,,R,0.0,database
m865,phenylalanyl-tRNA(Phe),phetrna,,,,medium
m866,Phenylacetaldehyde,pacald,C00601,C8H8O,0.0,database
m867,5-phosphoribosyl-5-carboxyaminoimidazole,5caiz,C03373,C9H11N3O9P,-3.0,database
m868,Phosphatidylserine,ps_cho,C02737,C6H11NO6PRCO2R2CO2,-1.0,database
m869,Carbon monoxide,co,C00011,CO,0.0,database
m870,Phosphatidylethanolamine,pe_cho,C00350,C5H12NO4PRCO2R2CO2,0.0,database
m871,Ps hs 18 1 18 1[c],ps_hs_18_1_18_1,,,,database
m872,Phosphatidylserine,ps_cho,C02737,C6H11NO6PRCO2R2CO2,-1.0,database
m873,Carbon monoxide,co,C00011,CO,0.0,database
m874,Phosphatidylethanolamine,pe_cho,C00350,C5H12NO4PRCO2R2CO2,0.0,database
m875,Phosphatidylserine,ps_cho,C02737,C6H11NO6PRCO2R2CO2,-1.0,database
m876,Carbon monoxide,co,C00011,CO,0.0,database
m877,Phosphatidylethanolamine,pe_cho,C00350,C5H12NO4PRCO2R2CO2,0.0,database
m878,N-Acetyl-D-glucosamine 1-phosphate,acgam1p,C04501,C8H14NO9P,-2.0,database
m879,Sulfite,so3,C00094,SO3,-2.0,database
m880,Ethanolamine,etha,C00570,C2H8NO,1.0,database
m881,Sedoheptulose 7-phosphate,s7p,C05382,C7H13O10P,-2.0,database
m882,"Sedoheptulose 1,7-bisphosphate",s17bp,C00447,C7H12O13P2,-4.0,database
m883,D-Glucosamine 1-phosphate,gam1p,C04501,C6H13NO8P,-1.0,database
m884,3-Phospho-D-glycerate,3pg,C00197,C3H4O7P,-3.0,database
m885,3-Phosphohydroxypyruvate,3php,,C3H2O7P,-3.0,database
m886,4-Amino-2-methyl-5-phosphomethylpyrimidine,4ampm,C04752,C6H8N3O4P,-2.0,database
m887,N-((R)-4-Phosphopantothenoyl)-L-cysteine,4ppcys,,C12H20N2O9PS,-3.0,database
m888,Alpha-D-Ribose 1-phosphate,r1p,,C5H9O8P,-2.0,database
m889,Alpha-D-Ribose 5-phosphate,r5p,,C5H9O8P,-2.0,database
m890,5-phosphoribosyl-5-carboxyaminoimidazole,5caiz,,C9H11N3O9P,-3.0,database
m891,1-(5-Phosphoribosyl)-AMP,prbamp,,C15H19N5O14P2,-4.0,database
m892,5-Phospho-beta-D-ribosylamine,pram,,C5H11NO7P,-1.0,database
m893,O-Phospho-L-serine,pser__L,,C3H6NO6P,-2.0,database
m894,Phytosphingosine-1-Phosphate,phsph1p,,C18H39NO6P,-1.0,database
m895,2-Hydroxyhexadecanal,hhxdcal,,C16H32O2,0.0,database
m896,Phosphatidylethanolamine,pe_cho,,C5H12NO4PRCO2R2CO2,0.0,database
m897,1-phosphatidyl-1D-myo-inositol,,,,,unmatched
m898,N8-Acetylspermidine,n8aspmd,,C9H23N3O,2.0,database
m899,N-Acetylputrescine,aptrc,,C6H14N2O,1.0,database
m900,5-Aminopentanoate,5aptn,,C5H11NO2,0.0,database
m901,N8-Acetylspermidine,n8aspmd,,C9H23N3O,2.0,database
m902,Spermine,spm,,C10H26N4,4.0,database
m903,3-(4-Hydroxyphenyl)pyruvate,34hpp,,C9H7O4,-1.0,database
m904,L-Proline,pro__L,,C5H9NO2,0.0,database
m905,tRNA(Pro),,,,,unmatched
m906,TRNA(Pro),trnapro,,R,0.0,database
m907,Protoporphyrinogen IX,pppg9,,C34H38N4O4,-2.0,database
m908,Nicotinamide,ncam,,C6H6N2O,0.0,database
m909,Adenosine,adn,,C10H13N5O4,0.0,database
m910,Adenine,ade,,C5H5N5,0.0,database
m911,Alpha-D-Ribose 1-phosphate,r1p,,C5H9O8P,-2.0,database
m912,Deoxyadenosine,dadsn,,C10H13N5O3,0.0,database
m913,Deoxyguanosine,dgsn,,C10H13N5O4,0.0,database
m914,Deoxyinosine,din,,C10H12N4O4,0.0,database
m915,Guanosine,gsn,,C10H12N5O5,0.0,database
m916,Guanine,gua,,C5H5N5O,0.0,database
m917,Xanthosine,xtsn,,C10H12N4O6,0.0,database
m918,Pyridoxal,pydx,,C8H9NO3,0.0,database
m919,Pyridoxamine,pydam,,C8H13N2O2,1.0,database
m920,Pyridoxamine 5'-phosphate,pyam5p,,C8H12N2O5P,-1.0,database
m921,Pyridoxal 5'-phosphate,pydx5p,,C8H8NO6P,-3.0,database
m922,Pyridoxine 5'-phosphate,pdx5p,,C8H10NO6P,-2.0,database
m923,Pyridoxine,pydxn,,C8H11NO3,0.0,database
m924,1-Pyrroline-5-carboxylate,1pyr5c,,C5H6NO2,-1.0,database
m925,S-(PGA1)-glutathione,C11304,,C30H47N3O10S,-2.0,database
m926,Reduced riboflavin,rbflvrd,,C17H22N4O6,0.0,database
m927,Reduced riboflavin,rbflvrd,,C17H22N4O6,0.0,database
m928,FMN C17H19N4O9P,fmn,,C17H19N4O9P,-3.0,database
m929,4-(1-D-Ribitylamino)-5-aminouracil,4r5au,,C9H16N4O6,0.0,database
m930,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",dmlz,,C13H18N4O6,0.0,database
m931,Trehalose,tre,,C12H22O11,0.0,database
m932,DADP C10H12N5O9P2,dadp,,C10H12N5O9P2,-3.0,database
m933,thioredoxin 1 (oxidized),,,,,medium
m934,CDP C9H12N3O11P2,cdp,,C9H12N3O11P2,-3.0,database
m935,DCDP C9H12N3O10P2,dcdp,,C9H12N3O10P2,-3.0,database
m936,GDP C10H12N5O11P2,gdp,,C10H12N5O11P2,-3.0,database
m937,DGDP C10H12N5O10P2,dgdp,,C10H12N5O10P2,-3.0,database
m938,D-Xylulose 5-phosphate,xu5p__D,,C5H9O8P,-2.0,database
m939,3 Hexaprenyl 4 5 dihydroxybenzoate C37H53O4,3dh5hpb,,C37H53O4,-1.0,database
m940,L Saccharopine C11H19N2O6,saccrp__L,,C11H19N2O6,-1.0,database
m941,L-Serine,ser__L,,C3H7NO3,0.0,database
m942,Carbon monoxide,co,,CO,0.0,database
m943,tRNA(Ser),,,,,unmatched
m944,seryl-tRNA(Ser),sertrna,,,,medium
m945,Shikimate,skm,,C7H9O5,-1.0,database
m946,Precorrin 8,pre8,,C45H53N4O14,-7.0,database
m947,Sirohydrochlorin,scl,,C42H39N4O16,-8.0,database
m948,Iron,fe,,Fe,0.0,database
m949,siroheme,,,,,unmatched
m950,Sphingosine 1-phosphate,sphs1p,,C18H37NO5P,-1.0,database
m951,Hexadecanal C16H32O,hxdcal,,C16H32O,0.0,database
m952,Phosphate,pi,,HO4P,0.0,database
m953,ATP C10H12N5O13P3,atp,,C10H12N5O13P3,-4.0,database
m954,ADP C10H12N5O10P2,adp,,C10H12N5O10P2,-3.0,database
m955,trans-aconitate,,,,,unmatched
m956,trans-aconitate,,,,,unmatched
m957,Nicotinamide adenine dinucleotide - reduced,nadh,,C21H27N7O14P2,0.0,database
m958,Squalene C30H50,sql,,C30H50,0.0,database
m959, S  Squalene 2 3 epoxide C30H50O,Ssq23epx,,C30H50O,0.0,database
m960,Nicotinamide adenine dinucleotide,nad,,C21H26N7O14P2,0.0,database
m961,Squalene C30H50,sql,,C30H50,0.0,database
m962,Sucrose C12H22O11,sucr,,C12H22O11,0.0,database
m963,D-Fructose,fru,,C6H12O6,0.0,database
m964,Sulfate,so4,,O4S,-2.0,database
m965,Taurocholic acid 3-sulfate,tca3s,,C26H44NO10S2,-1.0,database
m966,Taurocholic acid 3-sulfate,tca3s,,C26H44NO10S2,-1.0,database
m967,Taurine C2H7NO3S,taur,,C2H6NO3S,0.0,database
m968,Aminoacetaldehyde,aacald,,C2H6NO,1.0,database
m969,5 Formyltetrahydrofolate,5fothf,,C20H21N7O7,-2.0,database
m970,"5,6,7,8-Tetrahydrofolate",thf,,C19H21N7O6,-2.0,database
m971,Tdp,tdp,,C10H13N2O11P2,-3.0,database
m972,Thiamin,thm,,C12H17N4OS,1.0,database
m973,Trimetaphosphate P3O9,tmp,,P3O9,0.0,database
m974,Thiamin,thm,,C12H17N4OS,1.0,database
m975,Tdp,tdp,,C10H13N2O11P2,-3.0,database
m976,Ttp,ttp,,C10H13N2O14P3,-4.0,database
m977,Trimetaphosphate P3O9,tmp,,P3O9,0.0,database
m978,tRNA(Thr),,,,,unmatched
m979,threonyl-tRNA(Thr),thrtrna,,,,medium
m980,TRNA(Thr),trnathr,,R,0.0,database
m981,threonyl-tRNA(Thr),thrtrna,,,,medium
m982,Thymidine C10H14N2O5,thymd,,C10H14N2O5,0.0,database
m983,Thymine C5H6N2O2,thym,,C5H6N2O2,0.0,database
m984,Isopentenyl diphosphate,ipdp,,C5H9O7P2,-3.0,database
m985,Undecaprenyl diphosphate,udcpdp,,C55H89O7P2,-3.0,database
m986,Pyruvate,pyr,,C3H3O3,0.0,database
m987,tRNA(Trp),,,,,unmatched
m988,tryptophanyl-tRNA(Trp),trptrna,,,,medium
m989,L-Tryptophan,trp__L,,C11H12N2O2,0.0,database
m990,TRNA(Trp),trnatrp,,C15H21N5O10PR,0.0,database
m991,tryptophanyl-tRNA(Trp),trptrna,,,,medium
m992,L-Tyrosine,tyr__L,,C9H11NO3,0.0,database
m993,3-(4-Hydroxyphenyl)pyruvate,34hpp,,C9H7O4,-1.0,database
m994,L-Tyrosine,tyr__L,,C9H11NO3,0.0,database
m995,tRNA(Tyr),,,,,unmatched
m996,TRNA(Tyr),trnatyr,,C15H21N5O10PR,0.0,database
m997,L-Tyrosine,tyr__L,,C9H11NO3,0.0,database
m998,"tRNA(Tyr), mitchondrial",,,,,unmatched
m999,TRNA(Tyr),trnatyr,,C15H21N5O10PR,0.0,database
m1000,Ergosterol C28H44O,ergst,,C28H44O,0.0,database
m1001,Ergosterol 3 beta D glucoside C34H54O6,ergst3glc,,C34H54O6,0.0,database
m1002,UMP C9H11N2O9P,ump,,C9H11N2O9P,-2.0,database
m1003,UDP C9H11N2O12P2,udp,,C9H11N2O12P2,-3.0,database
m1004,DUMP C9H11N2O8P,dump,,C9H11N2O8P,-2.0,database
m1005,DUDP C9H11N2O11P2,dudp,,C9H11N2O11P2,-3.0,database
m1006,Uroporphyrinogen III,uppg3,,C40H36N4O16,-8.0,database
m1007,Ps hs 18 1 18 1[c],ps_hs_18_1_18_1,,,,database
m1008,L-Valine,val__L,,C5H11NO2,0.0,database
m1009,L-Valine,val__L,,C5H11NO2,0.0,database
m1010,tRNA(Val),,,,,unmatched
m1011,valyl-tRNA(Val),valtrna,,,,medium
m1012,TRNA(Val),trnaval,,C15H21N5O10PR,0.0,database
m1013,valyl-tRNA(Val),valtrna,,,,medium
m1014,Xylitol C5H12O5,xylt,,C5H12O5,0.0,database
m1015,D-Xylulose,xylu__D,,C5H10O5,0.0,database
m1016,D-Xylose,xyl__D,,C5H10O5,0.0,database
m1017,Pseudouridine 5-phosphate,psuri5p,,C9H13N2O9P,0.0,database
m1018,(R)-mevalonate,mevR,,C6H12O4,0.0,database
m1019,"(R,R)-2,3-butanediol",,,,,unmatched
m1020,"(R,R)-2,3-butanediol",,,,,unmatched
m1021,Gama-L-glutamyl-L-alpha-aminobutyrate,CE1661,,C9H15N2O5,-1.0,database
m1022,5-Aminopentanoate,5aptn,,C5H11NO2,0.0,database
m1023,5 Formyltetrahydrofolate,5fothf,,C20H21N7O7,-2.0,database
m1024,8-Amino-7-oxononanoate,8aonn,,C9H17NO3,0.0,database
m1025,Acetate,ac,,C2H3O2,-1.0,database
m1026,Adenine,ade,,C5H5N5,0.0,database
m1027,Adenosine,adn,,C10H13N5O4,0.0,database
m1028,ADP C10H12N5O10P2,adp,,C10H12N5O10P2,-3.0,database
m1029,Allantoate,alltt,,C4H7N4O4,-1.0,database
m1030,    Allantoin,alltn__R,,C4H6N4O3,0.0,database
m1031,Ammonium,nh4,,NH4,1.0,database
m1032,Biotin,btn,,C10H15N2O3S,-1.0,database
m1033,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m1034,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m1035,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m1036,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m1037,Choline C5H14NO,chol,,C5H14NO,1.0,database
m1038,CMP C9H12N3O8P,cmp,,C9H12N3O8P,-2.0,database
m1039,CTP C9H12N3O14P3,ctp,,C9H12N3O14P3,-4.0,database
m1040,Cytidine,cytd,,C9H13N3O5,0.0,database
m1041,Cytosine,csn,,C4H5N3O,0.0,database
m1042,D-Galactose,gal,,C6H12O6,0.0,database
m1043,L-Lactate,lac__L,,C3H5O3,-1.0,database
m1044,D-Mannose,man,,C6H12O6,0.0,database
m1045,Episterol C28H46O,epist,,C28H46O,0.0,database
m1046,Ergosterol C28H44O,ergst,,C28H44O,0.0,database
m1047,Ethanolamine,etham,,C2H7NO,1.0,database
m1048,Flavin adenine dinucleotide reduced,fadh2,,C27H33N9O15P2,-2.0,database
m1049,Fecosterol C28H46O,fecost,,C28H46O,0.0,database
