base_id,name,bigg_id,kegg_id,formula,charge,confidence
m1965,UDP-N-acetyl-D-glucosamine,uacgam,,C17H25N3O17P2,-2.0,database
m1966,UDP C9H11N2O12P2,udp,,C9H11N2O12P2,-3.0,database
m1967,UMP C9H11N2O9P,ump,,C9H11N2O9P,-2.0,database
m1968,N-Acetyl-D-glucosaminyldiphosphodolichol,naglc2p,,C103H169NO12P2,-2.0,database
m1969,"N,N'-Diacetylchitobiosyldiphosphodolichol",chito2pdol,,C111H182N2O17P2,-2.0,database
m1970,Propanoyl-CoA,ppcoa,,C24H36N7O17P3S,-4.0,database
m1971,2-Methylprop-2-enoyl-CoA,2mp2coa,,C25H36N7O17P3S,-4.0,database
m1972,2-Methylprop-2-enoyl-CoA,2mp2coa,,C25H36N7O17P3S,-4.0,database
m1973,(S)-3-Hydroxyisobutyryl-CoA,3hibutcoa,,C25H38N7O18P3S,0.0,database
m1974,S-3-hydroxyisobutyrate,hibut,,C4H8O3,,database
m1975,(S)-Methylmalonate semialdehyde,mmtsa,,C4H5O3,0.0,database
m1976,2-Methyl-3-oxopropanoate,2mop,,C4H5O3,-1.0,database
m1977,Phenethylamine,peamn,,C8H12N,1.0,database
m1978,Sphinganine C18H40NO2,sphgn,,C18H40NO2,1.0,database
m1979,Ceramide 1  Sphinganinen C260  C44H89NO3,cer1_26,,C44H89NO3,0.0,database
m1980,Ceramide 1  Sphinganinen C240  C42H85NO3,cer1_24,,C42H85NO3,0.0,database
m1981,Phytosphingosine,phsphings,,C18H40NO3,1.0,database
m1982,Ceramide 2  Phytosphingosinen C240  C42H85NO4,cer2_24,,C42H85NO4,0.0,database
m1983,Ceramide 2  Phytosphingosinen C260  C44H89NO4,cer2_26,,C44H89NO4,0.0,database
m1984,Acyl-CoA,acoa,,C22H31N7O17P3RS,,database
m1985,Dihydroceramide,dhcrm_cho,,C18H38NO2RCO,0.0,database
m1986,Phytoceramide,phcrm_hs,,C18H38NO3RCO,0.0,database
m1987,UDP-D-xylose,udpxyl,,C14H20N2O16P2,-2.0,database
m1988,UDPglucose,udpg,,C15H22N2O17P2,-2.0,database
m1989,Dolichyl beta-D-glucosyl phosphate,dolpglc,,C61H102O9P,-1.0,database
m1990,3-Hydroxypropionyl-CoA,3hpcoa,,C24H36N7O18P3S,-4.0,database
m1991,Propenoyl-CoA,prpncoa,,C24H34N7O17P3S,-4.0,database
m1992,3-Hydroxypropanoate,3hpp,,C3H5O3,-1.0,database
m1993,Phosphatidate(2-),pa_cho,,C3H5O4PRCO2R2CO2,-2.0,database
m1994,"1,2-Diacyl-sn-glycerol",12dgr_TB,,C41H80O5,,database
m1995,Inositol phosphorylceramide  ceramide 1  24C   yeast specific C4800H9500N100O1100P100,ipc124_SC,,C4800H9500N100O1100P100,-100.0,database
m1996,Inositol phosphorylceramide  ceramide 1  26C   yeast specific C5000H9900N100O1100P100,ipc126_SC,,C5000H9900N100O1100P100,-100.0,database
m1997,Inositol phosphorylceramide  ceramide 2  24C   yeast specific C4800H9500N100O1200P100,ipc224_SC,,C4800H9500N100O1200P100,-100.0,database
m1998,Inositol phosphorylceramide  ceramide 2  26C   yeast specific C5000H9900N100O1200P100,ipc226_SC,,C5000H9900N100O1200P100,-100.0,database
m1999,Inositol phosphorylceramide  ceramide 3  24C   yeast specific C4800H9500N100O1300P100,ipc324_SC,,C4800H9500N100O1300P100,-100.0,database
m2000,Inositol phosphorylceramide  ceramide 3  26C   yeast specific C5000H9900N100O1300P100,ipc326_SC,,C5000H9900N100O1300P100,-100.0,database
m2001,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m2002,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m2003,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m2004,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m2005,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m2006,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m2007,Ceramide 3  Phytosphingosinen C240OH  C42H85NO5,cer3_24,,C42H85NO5,0.0,database
m2008,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,cer3_26,,C44H89NO5,0.0,database
m2009,(7Z)-hexadecenoyl-CoA,hd7coa,,C37H60N7O17P3S,-4.0,database
m2010,Decanoyl-CoA,deccoa,,C31H50N7O17P3S,,database
m2011,"1,2-Diacyl-sn-glycerol",12dgr_TB,,C41H80O5,,database
m2014,Triacylglycerol,tg160,,C51H98O6,,database
m2015,Glycocholate,gchola,,C26H43NO6,0.0,database
m2016,Glycocholate,gchola,,C26H43NO6,0.0,database
m2017,Hydrogen peroxide,h2o2,,H2O2,0.0,database
m2018,Dolichyl diphosphate,doldp,,C95H155O7P2,-3.0,database
m2019,Dehydrodolichol diphosphate,dedoldp,,C95H153O7P2,-3.0,database
m2020,Farnesyl diphosphate,frdp,,C15H25O7P2,-3.0,database
m2021,Dolichyl diphosphate,doldp,,C95H155O7P2,-3.0,database
m2022,Agmatine,agm,,C5H16N4,2.0,database
m2023,Starch C12H20O10,starch,,C12H20O10,0.0,database
m2024,Amylose,amylose,,HR,0.0,database
m2026,Phenylacetic acid,pac,,C8H7O2,0.0,database
m2027,2-Hydroxyphenylacetate,2hyoxplac,,C8H7O3,0.0,database
m2028,Hexadecanoic acid,hdec,,,-1.0,database
m2029,3-Sulfino-L-alanine,3sala,,C3H7NO4S,0.0,database
m2030,3 Sulfinylpyruvate C3H3O5S,spyr,,C3H3O5S,-1.0,database
m2031,Mercaptopyruvate,mercppyr,,C3H4O3S,0.0,database
m2032,Thiosulfate,tsul,,O3S2,-2.0,database
m2033,Reduced thioredoxin,trdrd,,XH2,0.0,database
m2034,Glutaredoxin disulfide,flutox,,,-2.0,database
m2035,Gly-Cys,gly_cys,,,0.0,database
m2036,Peptide-L-methionine R-S-oxide,pep_met_LRS,,,0.0,database
m2037,S-Adenosyl-L-methionine,amet,,C15H23N6O5S,1.0,database
m2038,S-Adenosyl-L-homocysteine,ahcys,,C14H20N6O5S,0.0,database
m2039,Aminoacetaldehyde,aacald,,C2H6NO,1.0,database
m2040,4-Aminobutanoate,4abut,,C4H9NO2,0.0,database
m2041,Succinic semialdehyde,sucsal,,C4H5O3,-1.0,database
m2042,Indole 3 acetaldehyde C10H9NO,id3acald,,C10H9NO,0.0,database
m2043,L-Tryptophan,trp__L,,C11H12N2O2,0.0,database
m2044,Indolepyruvate C11H8NO3,indpyr,,C11H8NO3,0.0,database
m2045,Methylmalonate,mm,,,,database
m2046,Succinyl-CoA,succoa,,C25H35N7O19P3S,-5.0,database
m2047,(R)-Methylmalonyl-CoA,mmcoa__R,,C25H35N7O19P3S,0.0,database
m2048,Glycerol 3-phosphate,glyc3p,,C3H7O6P,-2.0,database
m2049,2-Methylbutanoyl-CoA,2mbcoa,,C26H40N7O17P3S,0.0,database
m2050,3-Methylglutaconyl-CoA,3mgcoa,,C27H37N7O19P3S,-5.0,database
m2052,Indole 3 acetamide C10H10N2O,iad,,C10H10N2O,0.0,database
m2053,Acetate,ac,,C2H3O2,-1.0,database
mpyridoxal,Pyridoxal,pydx,,C8H9NO3,0.0,database
mtriolein,Triiodothyronine,triodthy,,C15H12I3NO4,0.0,database
m2054,Limnen c,limnen,,C10H16,0.0,database
m2055,Limnen c,limnen,,C10H16,0.0,database
m2056,3-Dehydroshikimate,3dhsk,,C7H7O5,-1.0,database
m2057,"1,2-Diacylglycerol-Ld-Pe-Pool",HC02057,,C5H6O5R2,0.0,database
m2058,unknown metabolite,,,,,low
m2059,"N1,N8-diacetylspermidine",CE1059,,C11H24N3O2,1.0,database
m2060,"1,2-Diacylglycerol-Ld-Sm-Pool",HC02060,,C5H6O5R2,0.0,database
